Element ID,Name,Description,Applies To,Data Type,Data Size,R4 Resource,R4 Element,R4 FhirPath,R4 Discriminator,R4 Example,R4 Additional,R4 Derived,R4 Notes,CCW Mapping,CCLF Mapping,BFD Table Type,BFD Column Name,BFD Java Field Name,AB2D,BB2,BCDA,BFD,DPC,Synthetic Data
27,Carrier Number,The identification number assigned by CMS to a carrier authorized to process claims from a physician or supplier.,Carrier;DME,CHAR,5,ExplanationOfBenefit,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/carr_num').valueIdentifier.value,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/carr_num',"[\n  {\n    ""url"": ""https://bluebutton.cms.gov/resources/variables/carr_num"",\n    ""valueIdentifier"": {\n      ""system"": ""https://bluebutton.cms.gov/resources/variables/carr_num"",\n      ""value"": ""61026""\n    }\n  }\n]",eob.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,CARR_NUM,,CLAIM,carr_num,carrierNumber,,X,,X,X,X
28,Performing Provider Id Number,The provider identification number (PIN) of the physician/supplier (assigned by the Medicare Administrative Contractor [MAC]) who performed the service for this line item.,Carrier,CHAR,15,,,,,,,,,CARR_PRFRNG_PIN_NUM,,CLAIM LINE,carr_prfrng_pin_num,performingProviderIdNumber,,,,,,X
29,Claim Query Code,Code indicating the type of claim record being processed with respect to payment (debit/credit indicator; interim/final indicator).,Inpatient;Outpatient;SNF;HHA;Hospice,CHAR,1,ExplanationOfBenefit,billablePeriod.extension[N].valueCoding.code,billablePeriod.extension.where(url='https://bluebutton.cms.gov/resources/variables/claim_query_cd').valueCoding.code,billablePeriod.extension[N].url = 'https://bluebutton.cms.gov/resources/variables/claim_query_cd',"[\n  ""3""\n]",eob.billablePeriod.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,CLAIM_QUERY_CODE,CCLF1.CLM_QUERY_CD,CLAIM,claim_query_code,claimQueryCode,X,X,X,X,X,X
30,Claim Admission Date,"On an institutional claim, the date the beneficiary was admitted to the hospital, skilled nursing facility, or religious non-medical health care institution. When this variable appears in the HHA claims (Short Name = HHSTRTDT), it is the date the care began for the HHA services reported on the claim.",Inpatient;HHA;SNF,DATE,8,ExplanationOfBenefit,supportingInfo[N].timingPeriod.start,supportingInfo.where(category.coding.where(code='admissionperiod')).timingPeriod.start,supportingInfo[N].category.coding[N].system = 'http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBSupportingInfoType';supportingInfo[N].category.coding[N].code = 'admissionperiod',"[\n  {\n    ""sequence"": 2,\n    ""category"": {\n      ""coding"": [\n        {\n          ""system"": ""http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBSupportingInfoType"",\n          ""code"": ""admissionperiod"",\n          ""display"": ""Admission Period""\n        }\n      ]\n    },\n    ""timingPeriod"": {\n      ""start"": ""2016-01-15"",\n      ""end"": ""2016-01-27""\n    }\n  }\n]",.supportingInfo[N].category.coding[N].display = 'Admission Period',,,CLM_ADMSN_DT,CCLFA.CLM_ACTV_CARE_FROM_DT,CLAIM,clm_admsn_dt,claimAdmissionDate,,X,,X,X,X
31,Clinical Trial Number,The number used to identify all items and line-item services provided to a beneficiary during their participation in a clinical trial.,Carrier;DME,CHAR,8,ExplanationOfBenefit,extension[N].valueCoding.code,extension.where(url='https://bluebutton.cms.gov/resources/variables/clm_clncl_tril_num').valueIdentifier.value,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/clm_clncl_tril_num',"[\n  {\n    ""url"": ""https://bluebutton.cms.gov/resources/variables/clm_clncl_tril_num"",\n    ""valueIdentifier"": {\n      ""system"": ""https://bluebutton.cms.gov/resources/variables/clm_clncl_tril_num"",\n      ""value"": ""0""\n    }\n  }\n]",eob.extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,CLM_CLNCL_TRIL_NUM,,CLAIM,clm_clncl_tril_num,clinicalTrialNumber,,X,,X,X,
32,Claim Disposition Code,"Code indicating the disposition or outcome of the processing of the claim record. In the source CMS National Claims History (NCH), claims are transactional records, and several iterations of the claim may exist (e.g., original claim, an edited/updated version — which also cancels the original claim, etc.). The final reconciled version of the claim is contained in CCW-produced data files, unless otherwise requested. For final claims (at least those that are final at the time of the data file), this value will always be '01'.",Carrier;DME,CHAR,2,ExplanationOfBenefit,disposition,disposition,,"[\n  ""1""\n]",,,,CLM_DISP_CD,CCLF5.CLM_DISP_CD,CLAIM,clm_disp_cd,claimDispositionCode,,X,,X,X,X
33,Related Diagnosis Group Code,The diagnostic related group to which a hospital claim belongs for prospective payment purposes.,Inpatient;SNF,CHAR,4,ExplanationOfBenefit,supportingInfo[N].code.coding[N].code,supportingInfo.where(code.coding.where(system='https://bluebutton.cms.gov/resources/variables/clm_drg_cd')).code.coding.code,supportingInfo[N].code.coding[N].system = 'https://bluebutton.cms.gov/resources/variables/clm_drg_cd',"[\n  {\n    ""sequence"": 5,\n    ""category"": {\n      ""coding"": [\n        {\n          ""system"": ""http://terminology.hl7.org/CodeSystem/claiminformationcategory"",\n          ""code"": ""info"",\n          ""display"": ""Information""\n        },\n        {\n          ""system"": ""https://bluebutton.cms.gov/resources/codesystem/information"",\n          ""code"": ""https://bluebutton.cms.gov/resources/variables/clm_drg_cd"",\n          ""display"": ""Claim Diagnosis Related Group Code (or MS-DRG Code)""\n        }\n      ]\n    },\n    ""code"": {\n      ""coding"": [\n        {\n          ""system"": ""https://bluebutton.cms.gov/resources/variables/clm_drg_cd"",\n          ""code"": ""695""\n        }\n      ]\n    }\n  }\n]",eob.supportingInfo[N].category.coding[N].system = 'http://terminology.hl7.org/CodeSystem/claiminformationcategory';eob.supportingInfo[N].category.coding[N].code = 'info';eob.supportingInfo[N].category.coding[N].display = 'Information');eob.supportingInfo[N].category.coding[N].system = 'https://bluebutton.cms.gov/resources/codesystem/information';eob.supportingInfo[N].category.coding[N].code = 'https://bluebutton.cms.gov/resources/variables/clm_drg_cd';eob.supportingInfo[N].category.coding[N].display = 'Claim Diagnosis Related Group Code (or MS-DRG Code)',,,CLM_DRG_CD,CCLF1.DGNS_DRG_CD,CLAIM,clm_drg_cd,diagnosisRelatedGroupCd,X,X,,X,X,X
34,Related Diagnosis Group Outlier Stay Code,"On an institutional claim, the code that indicates the beneficiary stay under the prospective payment system (PPS) which, although classified into a specific diagnosis related group, has an unusually long length (day outlier) or exceptionally high cost (cost outlier).",Inpatient,CHAR,1,,,,,,,,,CLM_DRG_OUTLIER_STAY_CD,,CLAIM,clm_drg_outlier_stay_cd,diagnosisRelatedGroupOutlierStayCd,,,,,,X
35,External Diagnosis Code 1 Present On Admission,The present on admission (POA) indicator code associated with the diagnosis E codes (principal and secondary).,Inpatient,CHAR,1,ExplanationOfBenefit,diagnosis[N].extension[N].valueCoding.code,diagnosis[%n].extension.where(url='https://bluebutton.cms.gov/resources/variables/clm_e_poa_ind_sw1').valueCoding.code,diagnosis[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/clm_e_poa_ind_sw1',,eob.diagnosis[N].extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/clm_e_poa_ind_sw1';eob.diagnosis[N].extension[N].valueCoding.display = {corresponding description from valueset specified in .system};eob.diagnosis[N].sequence = # selected by the code depending upon order of diagnosis''',,,CLM_E_POA_IND_SW1,,CLAIM,clm_e_poa_ind_sw1,diagnosisExternal1PresentOnAdmissionCode,X,X,,X,X,X
36,External Diagnosis Code 10 Present On Admission,The present on admission (POA) indicator code associated with the diagnosis E codes (principal and secondary).,Inpatient,CHAR,1,ExplanationOfBenefit,diagnosis[N].extension[N].valueCoding.code,diagnosis[%n].extension.where(url='https://bluebutton.cms.gov/resources/variables/clm_e_poa_ind_sw10').valueCoding.code,diagnosis[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/clm_e_poa_ind_sw10',,eob.diagnosis[N].extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/clm_e_poa_ind_sw10';eob.diagnosis[N].extension[N].valueCoding.display = {corresponding description from valueset specified in .system};eob.diagnosis[N].sequence = # selected by the code depending upon order of diagnosis''',,,CLM_E_POA_IND_SW10,,CLAIM,clm_e_poa_ind_sw10,diagnosisExternal10PresentOnAdmissionCode,X,X,,X,X,
37,External Diagnosis Code 11 Present On Admission,The present on admission (POA) indicator code associated with the diagnosis E codes (principal and secondary).,Inpatient,CHAR,1,ExplanationOfBenefit,diagnosis[N].extension[N].valueCoding.code,diagnosis[%n].extension.where(url='https://bluebutton.cms.gov/resources/variables/clm_e_poa_ind_sw11').valueCoding.code,diagnosis[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/clm_e_poa_ind_sw11',,eob.diagnosis[N].extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/clm_e_poa_ind_sw11';eob.diagnosis[N].extension[N].valueCoding.display = {corresponding description from valueset specified in .system};eob.diagnosis[N].sequence = # selected by the code depending upon order of diagnosis''',,,CLM_E_POA_IND_SW11,,CLAIM,clm_e_poa_ind_sw11,diagnosisExternal11PresentOnAdmissionCode,X,X,,X,X,
38,External Diagnosis Code 12 Present On Admission,The present on admission (POA) indicator code associated with the diagnosis E codes (principal and secondary).,Inpatient,CHAR,1,ExplanationOfBenefit,diagnosis[N].extension[N].valueCoding.code,diagnosis[%n].extension.where(url='https://bluebutton.cms.gov/resources/variables/clm_e_poa_ind_sw12').valueCoding.code,diagnosis[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/clm_e_poa_ind_sw12',,eob.diagnosis[N].extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/clm_e_poa_ind_sw12';eob.diagnosis[N].extension[N].valueCoding.display = {corresponding description from valueset specified in .system};eob.diagnosis[N].sequence = # selected by the code depending upon order of diagnosis''',,,CLM_E_POA_IND_SW12,,CLAIM,clm_e_poa_ind_sw12,diagnosisExternal12PresentOnAdmissionCode,X,X,,X,X,
39,External Diagnosis Code 2 Present On Admission,The present on admission (POA) indicator code associated with the diagnosis E codes (principal and secondary).,Inpatient,CHAR,1,ExplanationOfBenefit,diagnosis[N].extension[N].valueCoding.code,diagnosis[%n].extension.where(url='https://bluebutton.cms.gov/resources/variables/clm_e_poa_ind_sw2').valueCoding.code,diagnosis[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/clm_e_poa_ind_sw2',,eob.diagnosis[N].extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/clm_e_poa_ind_sw2';eob.diagnosis[N].extension[N].valueCoding.display = {corresponding description from valueset specified in .system};eob.diagnosis[N].sequence = # selected by the code depending upon order of diagnosis''',,,CLM_E_POA_IND_SW2,,CLAIM,clm_e_poa_ind_sw2,diagnosisExternal2PresentOnAdmissionCode,X,X,,X,X,
40,External Diagnosis Code 3 Present On Admission,The present on admission (POA) indicator code associated with the diagnosis E codes (principal and secondary).,Inpatient,CHAR,1,ExplanationOfBenefit,diagnosis[N].extension[N].valueCoding.code,diagnosis[%n].extension.where(url='https://bluebutton.cms.gov/resources/variables/clm_e_poa_ind_sw3').valueCoding.code,diagnosis[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/clm_e_poa_ind_sw3',,eob.diagnosis[N].extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/clm_e_poa_ind_sw3';eob.diagnosis[N].extension[N].valueCoding.display = {corresponding description from valueset specified in .system};eob.diagnosis[N].sequence = # selected by the code depending upon order of diagnosis''',,,CLM_E_POA_IND_SW3,,CLAIM,clm_e_poa_ind_sw3,diagnosisExternal3PresentOnAdmissionCode,X,X,,X,X,
41,External Diagnosis Code 4 Present On Admission,The present on admission (POA) indicator code associated with the diagnosis E codes (principal and secondary).,Inpatient,CHAR,1,ExplanationOfBenefit,diagnosis[N].extension[N].valueCoding.code,diagnosis[%n].extension.where(url='https://bluebutton.cms.gov/resources/variables/clm_e_poa_ind_sw4').valueCoding.code,diagnosis[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/clm_e_poa_ind_sw4',,eob.diagnosis[N].extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/clm_e_poa_ind_sw4';eob.diagnosis[N].extension[N].valueCoding.display = {corresponding description from valueset specified in .system};eob.diagnosis[N].sequence = # selected by the code depending upon order of diagnosis''',,,CLM_E_POA_IND_SW4,,CLAIM,clm_e_poa_ind_sw4,diagnosisExternal4PresentOnAdmissionCode,X,X,,X,X,
42,External Diagnosis Code 5 Present On Admission,The present on admission (POA) indicator code associated with the diagnosis E codes (principal and secondary).,Inpatient,CHAR,1,ExplanationOfBenefit,diagnosis[N].extension[N].valueCoding.code,diagnosis[%n].extension.where(url='https://bluebutton.cms.gov/resources/variables/clm_e_poa_ind_sw5').valueCoding.code,diagnosis[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/clm_e_poa_ind_sw5',,eob.diagnosis[N].extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/clm_e_poa_ind_sw5';eob.diagnosis[N].extension[N].valueCoding.display = {corresponding description from valueset specified in .system};eob.diagnosis[N].sequence = # selected by the code depending upon order of diagnosis''',,,CLM_E_POA_IND_SW5,,CLAIM,clm_e_poa_ind_sw5,diagnosisExternal5PresentOnAdmissionCode,X,X,,X,X,
43,External Diagnosis Code 6 Present On Admission,The present on admission (POA) indicator code associated with the diagnosis E codes (principal and secondary).,Inpatient,CHAR,1,ExplanationOfBenefit,diagnosis[N].extension[N].valueCoding.code,diagnosis[%n].extension.where(url='https://bluebutton.cms.gov/resources/variables/clm_e_poa_ind_sw6').valueCoding.code,diagnosis[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/clm_e_poa_ind_sw6',,eob.diagnosis[N].extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/clm_e_poa_ind_sw6';eob.diagnosis[N].extension[N].valueCoding.display = {corresponding description from valueset specified in .system};eob.diagnosis[N].sequence = # selected by the code depending upon order of diagnosis''',,,CLM_E_POA_IND_SW6,,CLAIM,clm_e_poa_ind_sw6,diagnosisExternal6PresentOnAdmissionCode,X,X,,X,X,
44,External Diagnosis Code 7 Present On Admission,The present on admission (POA) indicator code associated with the diagnosis E codes (principal and secondary).,Inpatient,CHAR,1,ExplanationOfBenefit,diagnosis[N].extension[N].valueCoding.code,diagnosis[%n].extension.where(url='https://bluebutton.cms.gov/resources/variables/clm_e_poa_ind_sw7').valueCoding.code,diagnosis[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/clm_e_poa_ind_sw7',,eob.diagnosis[N].extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/clm_e_poa_ind_sw7';eob.diagnosis[N].extension[N].valueCoding.display = {corresponding description from valueset specified in .system};eob.diagnosis[N].sequence = # selected by the code depending upon order of diagnosis''',,,CLM_E_POA_IND_SW7,,CLAIM,clm_e_poa_ind_sw7,diagnosisExternal7PresentOnAdmissionCode,X,X,,X,X,
45,External Diagnosis Code 8 Present On Admission,The present on admission (POA) indicator code associated with the diagnosis E codes (principal and secondary).,Inpatient,CHAR,1,ExplanationOfBenefit,diagnosis[N].extension[N].valueCoding.code,diagnosis[%n].extension.where(url='https://bluebutton.cms.gov/resources/variables/clm_e_poa_ind_sw8').valueCoding.code,diagnosis[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/clm_e_poa_ind_sw8',,eob.diagnosis[N].extension[N].valueCoding.system = 'https://bluebutton.cms.gov/resources/variables/clm_e_poa_ind_sw8';eob.diagnosis[N].extension[N].valueCoding.display = {corresponding description from valueset specified in .system};eob.diagnosis[N].sequence = # selected by the code depending upon order of diagnosis''',,,CLM_E_POA_IND_SW8,,CLAIM,clm_e_poa_ind_sw8,diagnosisExternal8PresentOnAdmissionCode,X,X,,X,X,
